ticker,date,comp,trend,entry,stop,target,exit,outcome,pnl_pct
AKSEN,2025-01-27,6,up,41.5,39.7132,45.0737,39.7132,stop,-4.306
AKSEN,2025-02-03,5,up,39.2,37.3572,42.8855,37.3572,stop,-4.701
AKSEN,2025-05-13,5,up,34.48,32.7928,37.8544,32.7928,stop,-4.893
AKSEN,2025-06-13,5,up,34.0,32.1544,37.6913,32.1544,stop,-5.428
AKSEN,2025-07-01,5,up,33.68,32.0502,36.9396,36.9396,target,9.678
ALARK,2024-11-07,5,up,89.4992,84.6481,99.2015,94.8984,timeout,6.033
ALARK,2024-11-08,5,up,91.7367,86.8881,101.4339,93.731,timeout,2.174
ALARK,2024-11-11,5,up,90.472,85.7821,99.8518,93.5364,timeout,3.387
ALARK,2024-12-03,5,up,96.5035,92.1117,105.2871,92.1117,stop,-4.551
ALARK,2025-03-26,5,up,93.5364,87.4464,105.7164,96.0,timeout,2.634
ALARK,2025-03-27,5,up,91.9313,85.7551,104.2836,104.2836,target,13.436
ALARK,2025-04-09,5,up,99.7138,92.3727,114.3961,92.3727,stop,-7.362
ALARK,2025-05-13,5,up,90.5,84.9268,101.6463,84.9268,stop,-6.158
ALARK,2025-07-04,5,up,86.3,82.4445,94.011,91.0,timeout,5.446
ARCLK,2024-06-03,5,strong_up,177.6,168.6574,195.4852,168.6574,stop,-5.035
ARCLK,2024-06-13,5,strong_up,175.5,167.2645,191.971,167.2645,stop,-4.693
ARCLK,2024-07-22,7,strong_up,178.2,169.467,195.6659,169.467,stop,-4.901
ARCLK,2024-10-18,5,up,147.0,140.1145,160.7709,140.1145,stop,-4.684
ARCLK,2024-11-25,5,up,143.5,136.8066,156.8868,150.2,timeout,4.669
ARCLK,2024-11-26,5,up,145.1,138.4668,158.3663,148.8,timeout,2.55
ARCLK,2024-12-10,5,up,148.0,142.0424,159.9151,142.0424,stop,-4.025
ARCLK,2025-03-05,5,up,134.3,128.765,145.3701,145.3701,target,8.243
ARCLK,2025-03-19,5,up,145.1,137.5776,160.1449,137.5776,stop,-5.184
ARCLK,2025-06-24,5,up,117.2,111.2576,129.0849,129.0849,target,10.141
ASELS,2024-06-03,5,strong_up,60.2247,57.3185,66.0369,57.3185,stop,-4.826
ASELS,2024-06-13,5,strong_up,60.3244,57.3567,66.2598,57.3567,stop,-4.92
ASELS,2024-07-04,5,strong_up,60.0252,56.9797,66.1162,64.4125,timeout,7.309
ASELS,2024-07-05,7,strong_up,60.9226,57.9077,66.9525,62.518,timeout,2.619
ASELS,2024-07-08,7,strong_up,63.0165,59.843,69.3635,62.5678,timeout,-0.712
ASELS,2024-07-09,7,strong_up,64.4623,61.3072,70.7726,62.3186,timeout,-3.326
ASELS,2024-07-10,7,strong_up,65.1104,62.0364,71.2584,62.0364,stop,-4.721
ASELS,2024-07-25,6,strong_up,64.1632,61.3359,69.8177,61.3359,stop,-4.406
ASELS,2024-09-23,7,strong_up,59.2276,56.8068,64.0691,56.8068,stop,-4.087
ASELS,2024-10-04,6,strong_up,61.4212,58.1163,68.031,58.1163,stop,-5.381
ASELS,2024-10-09,5,strong_up,58.5794,55.3796,64.9791,55.3796,stop,-5.462
ASELS,2024-10-17,5,strong_up,58.9284,55.7711,65.243,65.243,target,10.716
ASELS,2024-11-05,5,strong_up,64.7614,61.4292,71.4258,67.464,timeout,4.173
ASELS,2024-11-06,6,strong_up,63.5649,60.177,70.3408,68.313,timeout,7.47
ASELS,2024-11-07,6,strong_up,64.8612,61.5229,71.5377,71.5377,target,10.294
ASELS,2024-11-29,6,strong_up,69.3616,66.2806,75.5236,69.7112,timeout,0.504
ASELS,2024-12-11,5,strong_up,69.4116,66.6698,74.8952,74.8952,target,7.9
ASELS,2025-01-07,5,strong_up,76.952,74.1125,82.6309,82.6309,target,7.38
ASELS,2025-01-23,5,strong_up,83.993,80.9166,90.1458,90.1458,target,7.325
ASELS,2025-02-05,5,strong_up,86.7894,83.3283,93.7116,83.3283,stop,-3.988
ASELS,2025-02-10,6,strong_up,81.2465,77.6124,88.5147,77.6124,stop,-4.473
ASELS,2025-02-13,6,strong_up,79.7484,75.9908,87.2637,87.2637,target,9.424
ASELS,2025-02-27,5,strong_up,89.8855,85.3922,98.872,98.872,target,9.998
ASELS,2025-03-03,5,strong_up,97.8254,92.8214,107.8333,107.8333,target,10.23
ASELS,2025-03-07,5,strong_up,108.0623,101.7785,120.6299,120.6299,target,11.63
ASELS,2025-03-19,6,strong_up,113.2557,105.8797,128.0077,119.0483,timeout,5.115
ASELS,2025-03-21,5,strong_up,112.1571,103.8948,128.6818,116.4516,timeout,3.829
ASELS,2025-03-24,5,strong_up,122.6437,113.8908,140.1496,113.8908,stop,-7.137
ASELS,2025-03-26,5,strong_up,117.5502,108.3788,135.893,129.7347,timeout,10.365
ASELS,2025-03-27,5,strong_up,116.8511,107.9924,134.5685,127.7373,timeout,9.316
ASELS,2025-03-28,5,strong_up,119.5477,110.7867,137.0696,131.5324,timeout,10.025
ASELS,2025-04-02,5,strong_up,118.0496,109.4757,135.1974,135.1974,target,14.526
ASELS,2025-05-02,6,strong_up,129.7347,122.1141,144.976,144.976,target,11.748
ASELS,2025-05-07,5,strong_up,144.416,136.1966,160.8547,136.1966,stop,-5.691
ASELS,2025-05-13,6,strong_up,137.325,127.8235,156.3281,127.8235,stop,-6.919
ASELS,2025-06-04,6,strong_up,134.229,126.2342,150.2185,150.2185,target,11.912
ASELS,2025-06-13,7,strong_up,141.3199,132.8494,158.261,151.0076,timeout,6.855
ASELS,2025-06-16,6,strong_up,139.3225,130.7615,156.4445,151.1075,timeout,8.459
ASELS,2025-06-17,7,strong_up,144.416,135.7282,161.7917,152.0063,timeout,5.256
ASELS,2025-06-18,6,strong_up,141.8193,133.2812,158.8955,149.5095,timeout,5.423
ASELS,2025-06-19,6,strong_up,143.8168,135.4712,160.5079,152.3059,timeout,5.903
ASELS,2025-06-20,6,strong_up,146.2137,138.079,162.4831,153.804,timeout,5.191
ASELS,2025-06-23,6,strong_up,142.9179,134.9469,158.8598,158.8598,target,11.155
BIMAS,2024-06-10,5,strong_up,231.9366,220.7493,254.3113,254.3113,target,9.647
BIMAS,2024-06-14,5,strong_up,264.9004,251.4591,291.783,258.4742,timeout,-2.426
BIMAS,2024-06-25,5,strong_up,271.3266,257.2109,299.5579,257.2109,stop,-5.202
BIMAS,2024-07-03,5,strong_up,262.2823,249.2583,288.3304,288.3304,target,9.931
BIMAS,2024-07-18,5,strong_up,292.0787,279.7646,316.707,279.7646,stop,-4.216
BIMAS,2024-08-05,6,strong_up,270.8236,257.0961,298.2787,257.0961,stop,-5.069
BIMAS,2024-09-17,7,strong_up,285.8694,272.2389,313.1303,272.2389,stop,-4.768
BIMAS,2024-09-23,6,strong_up,279.1824,264.4396,308.6679,264.4396,stop,-5.281
BIMAS,2024-11-28,6,strong_up,233.469,223.53,253.3469,253.3469,target,8.514
BIMAS,2024-12-13,5,up,254.781,244.7267,274.8897,244.7267,stop,-3.946
BIMAS,2024-12-17,5,up,249.9666,239.587,270.7257,239.587,stop,-4.152
BIMAS,2024-12-30,6,up,254.335,244.1094,274.7861,244.1094,stop,-4.021
BIMAS,2025-01-16,6,strong_up,245.5983,235.112,266.5708,266.5708,target,8.539
BIMAS,2025-01-29,7,strong_up,265.4985,254.4902,287.5151,254.4902,stop,-4.146
BIMAS,2025-02-20,6,strong_up,259.674,246.8937,285.2347,246.8937,stop,-4.922
BIMAS,2025-03-05,5,strong_up,266.2266,253.4188,291.8422,253.4188,stop,-4.811
BIMAS,2025-05-07,5,up,240.7445,229.9915,262.2506,229.9915,stop,-4.467
BIMAS,2025-05-09,5,up,237.3469,226.0507,259.9393,235.8908,timeout,-0.613
BIMAS,2025-06-12,5,up,241.2299,231.0075,261.6747,231.0075,stop,-4.238
BIMAS,2025-06-30,5,up,242.3074,229.166,268.5902,246.5884,timeout,1.767
BIMAS,2025-07-02,5,up,254.172,241.449,279.6181,241.449,stop,-5.006
DOHOL,2024-06-03,5,strong_up,14.2457,13.4305,15.8762,15.8762,target,11.445
DOHOL,2024-06-14,7,strong_up,15.8449,14.998,17.5388,16.041,timeout,1.237
DOHOL,2024-06-24,6,strong_up,16.1883,15.331,17.903,15.331,stop,-5.296
DOHOL,2024-07-01,7,strong_up,15.6291,14.7231,17.4411,17.4411,target,11.594
DOHOL,2024-07-16,6,strong_up,16.8775,16.0473,18.538,16.0473,stop,-4.919
DOHOL,2024-08-07,5,strong_up,16.2674,15.3613,18.0795,15.3613,stop,-5.57
DOHOL,2024-12-10,5,up,14.6042,14.0588,15.695,14.0588,stop,-3.735
DOHOL,2025-01-03,5,up,14.8798,14.2945,16.0503,14.2945,stop,-3.933
DOHOL,2025-03-06,5,up,14.2499,13.6217,15.5065,13.6217,stop,-4.409
DOHOL,2025-03-19,5,up,14.1712,13.5311,15.4514,13.5311,stop,-4.517
DOHOL,2025-03-26,5,up,15.0175,14.1724,16.7079,16.7079,target,11.256
DOHOL,2025-04-16,5,up,15.9032,15.0812,17.5474,15.0812,stop,-5.169
DOHOL,2025-04-30,5,strong_up,15.3521,14.602,16.8523,14.602,stop,-4.886
DOHOL,2025-05-13,6,strong_up,15.2144,14.4837,16.6757,14.4837,stop,-4.802
DOHOL,2025-06-30,7,strong_up,15.3521,14.7192,16.618,14.7192,stop,-4.123
EKGYO,2024-06-24,7,strong_up,8.9163,8.4804,9.788,9.788,target,9.777
EKGYO,2024-07-04,5,strong_up,10.3834,9.8114,11.5275,11.5275,target,11.018
EKGYO,2024-07-30,5,strong_up,10.9703,10.3157,12.2793,10.3157,stop,-5.967
EKGYO,2024-08-02,5,strong_up,9.7208,9.05,11.0625,11.0625,target,13.802
EKGYO,2024-08-16,5,strong_up,10.8851,10.1859,12.2835,11.4435,timeout,5.13
EKGYO,2024-08-19,5,strong_up,11.0838,10.3819,12.4878,10.3819,stop,-6.333
EKGYO,2024-09-19,5,strong_up,11.1596,10.5069,12.4648,10.5069,stop,-5.849
EKGYO,2024-11-11,7,strong_up,10.3172,9.7427,11.4662,11.4662,target,11.137
EKGYO,2024-11-25,6,strong_up,11.3015,10.6271,12.6505,12.6505,target,11.936
EKGYO,2024-12-03,5,strong_up,13.1567,12.4216,14.627,12.4216,stop,-5.588
EKGYO,2024-12-06,6,strong_up,12.8444,12.1068,14.3195,12.1068,stop,-5.743
EKGYO,2024-12-23,5,strong_up,12.1818,11.5056,13.5342,13.5342,target,11.102
EKGYO,2025-01-15,5,strong_up,13.4786,12.8591,14.7174,13.5543,timeout,0.562
EKGYO,2025-01-23,7,strong_up,13.7341,13.139,14.9245,13.139,stop,-4.333
EKGYO,2025-02-14,6,strong_up,13.3082,12.6648,14.5949,12.6648,stop,-4.835
EKGYO,2025-02-28,5,strong_up,13.8193,13.086,15.2859,15.2859,target,10.613
EKGYO,2025-03-13,5,strong_up,15.1445,14.3756,16.6822,14.3756,stop,-5.077
EKGYO,2025-05-12,5,strong_up,13.0621,12.2925,14.6013,14.6013,target,11.784
EKGYO,2025-06-11,5,strong_up,15.0498,14.3236,16.5022,14.3236,stop,-4.825
EKGYO,2025-06-13,6,strong_up,14.4655,13.7074,15.9818,15.9818,target,10.482
EKGYO,2025-06-30,5,strong_up,17.4014,16.4022,19.3998,19.3998,target,11.484
EREGL,2024-06-04,5,strong_up,24.0525,23.0446,26.0684,23.0446,stop,-4.191
EREGL,2024-06-10,5,strong_up,22.7038,21.6855,24.7403,24.7403,target,8.97
EREGL,2024-06-25,6,strong_up,25.7287,24.5352,28.1157,28.1157,target,9.278
EREGL,2024-07-18,6,strong_up,28.0987,26.9236,30.4491,26.9236,stop,-4.182
EREGL,2024-07-29,5,strong_up,27.2436,26.0219,29.687,26.0219,stop,-4.484
EREGL,2024-09-24,7,strong_up,25.069,24.1022,27.0026,24.1022,stop,-3.856
EREGL,2024-10-04,6,strong_up,24.7269,23.6758,26.8292,23.6758,stop,-4.251
EREGL,2024-10-16,5,strong_up,24.0232,22.9951,26.0794,22.9951,stop,-4.28
EREGL,2024-11-06,7,strong_up,23.8473,22.9058,25.7303,24.1405,timeout,1.23
EREGL,2024-11-07,6,strong_up,24.1405,23.2139,25.9937,24.6487,timeout,2.105
EREGL,2024-11-08,6,strong_up,24.9712,24.0061,26.9015,24.0061,stop,-3.865
EREGL,2024-11-21,7,strong_up,24.3262,23.302,26.3745,26.3745,target,8.42
EREGL,2024-12-09,5,strong_up,26.2907,25.2547,28.3626,25.2547,stop,-3.94
EREGL,2024-12-11,6,strong_up,25.6065,24.5559,27.7078,24.5559,stop,-4.103
EREGL,2024-12-20,5,strong_up,24.6292,23.6725,26.5425,23.6725,stop,-3.884
EREGL,2025-03-05,5,up,23.4172,22.3812,25.4893,22.3812,stop,-4.424
EREGL,2025-04-28,5,up,22.264,21.2169,24.3581,24.3581,target,9.406
EREGL,2025-05-05,5,up,23.3586,22.1798,25.7163,22.1798,stop,-5.047
EREGL,2025-05-12,5,up,23.8864,22.6205,26.4181,22.6205,stop,-5.3
EREGL,2025-06-12,6,up,23.4563,22.5608,25.2475,25.2475,target,7.636
EREGL,2025-06-19,5,up,25.0787,23.9736,27.289,27.289,target,8.813
EREGL,2025-07-02,5,strong_up,27.5257,26.3435,29.8902,26.3435,stop,-4.295
FROTO,2024-06-27,6,strong_up,99.5987,94.7675,109.2613,94.7675,stop,-4.851
FROTO,2024-10-08,5,up,82.0018,78.3467,89.3119,89.3119,target,8.915
FROTO,2024-10-28,5,up,88.3367,84.4916,96.0269,84.4916,stop,-4.353
FROTO,2024-11-15,5,up,95.1115,90.3863,104.562,90.3863,stop,-4.968
FROTO,2025-02-19,5,up,83.7471,80.8674,89.5066,80.8674,stop,-3.439
FROTO,2025-03-05,5,up,83.881,80.8336,89.9757,89.9757,target,7.266
FROTO,2025-03-19,6,up,90.2167,86.3158,98.0184,98.0184,target,8.648
FROTO,2025-04-03,5,up,97.6205,92.3201,108.2213,92.3201,stop,-5.43
FROTO,2025-04-07,5,strong_up,95.0802,89.7761,105.6885,89.7761,stop,-5.579
FROTO,2025-04-11,5,strong_up,90.3625,85.3377,100.4122,85.3377,stop,-5.561
FROTO,2025-05-12,7,strong_up,88.8655,84.1987,98.1992,84.1987,stop,-5.252
FROTO,2025-06-30,5,up,80.9724,76.6507,89.6159,85.0551,timeout,5.042
FROTO,2025-07-01,5,up,82.3787,78.0157,91.1046,84.6921,timeout,2.808
FROTO,2025-07-02,6,up,86.0077,81.4752,95.0727,85.554,timeout,-0.527
FROTO,2025-07-03,5,up,84.5561,79.9828,93.7026,83.8303,timeout,-0.858
FROTO,2025-07-04,5,up,83.4674,79.0506,92.3008,84.3292,timeout,1.033
GARAN,2024-06-06,5,strong_up,95.7475,90.3266,106.5891,106.5891,target,11.323
GARAN,2024-06-28,7,strong_up,104.4602,98.5963,116.1879,116.1879,target,11.227
GARAN,2024-07-11,5,strong_up,122.8126,116.4013,135.635,116.4013,stop,-5.22
GARAN,2024-07-23,5,strong_up,115.8609,109.378,128.8268,109.378,stop,-5.595
GARAN,2024-07-30,6,strong_up,111.2265,104.2996,125.0802,104.2996,stop,-6.228
GARAN,2024-09-20,6,strong_up,112.1534,106.7273,123.0054,106.7273,stop,-4.838
GARAN,2024-10-08,5,strong_up,106.8701,100.0955,120.4193,100.0955,stop,-6.339
GARAN,2024-11-13,7,strong_up,105.8505,99.6484,118.2547,114.7486,timeout,8.406
GARAN,2024-11-14,6,strong_up,105.9432,99.9855,117.8586,117.8586,target,11.247
GARAN,2024-12-11,7,strong_up,117.622,111.5672,129.7316,119.3831,timeout,1.497
GARAN,2024-12-12,6,strong_up,115.3975,109.4772,127.2379,119.6612,timeout,3.695
GARAN,2024-12-13,6,strong_up,118.4562,112.5417,130.2851,120.0319,timeout,1.33
GARAN,2024-12-16,6,strong_up,118.7343,112.9344,130.334,117.7147,timeout,-0.859
GARAN,2024-12-18,6,strong_up,117.0659,111.3237,128.5502,121.2369,timeout,3.563
GARAN,2024-12-19,5,strong_up,115.9536,110.2144,127.432,118.7343,timeout,2.398
GARAN,2024-12-20,5,strong_up,116.9732,111.4255,128.0686,118.0854,timeout,0.951
GARAN,2024-12-23,5,strong_up,116.5097,110.9014,127.7263,117.9928,timeout,1.273
GARAN,2024-12-24,5,strong_up,121.4222,116.006,132.2547,116.006,stop,-4.461
GARAN,2024-12-31,6,strong_up,116.3244,110.6892,127.5947,127.5947,target,9.689
GARAN,2025-01-23,7,strong_up,123.8322,118.4106,134.6752,118.4106,stop,-4.378
GARAN,2025-02-07,5,strong_up,119.3831,113.6989,130.7514,119.2904,timeout,-0.078
GARAN,2025-02-11,5,strong_up,120.1246,114.7894,130.7951,130.7951,target,8.883
GARAN,2025-03-11,6,strong_up,127.5397,121.5684,139.4823,121.5684,stop,-4.682
GARAN,2025-06-03,5,up,109.2837,103.5318,120.7876,114.1856,timeout,4.485
GARAN,2025-06-04,5,up,110.341,104.7631,121.4969,121.4969,target,10.11
HEKTS,2024-11-25,5,up,3.98,3.7266,4.4869,4.18,timeout,5.025
HEKTS,2024-11-26,5,up,4.01,3.7607,4.5085,4.13,timeout,2.993
HEKTS,2024-11-27,5,up,4.04,3.7871,4.5458,4.04,timeout,0.0
HEKTS,2025-01-03,5,up,4.22,3.9948,4.6704,3.9948,stop,-5.336
HEKTS,2025-03-11,5,up,3.66,3.5101,3.9597,3.5101,stop,-4.096
HEKTS,2025-06-30,5,up,3.26,3.1073,3.5655,3.5655,target,9.371
ISCTR,2024-06-03,5,strong_up,15.5936,14.8011,17.1785,14.8011,stop,-5.082
ISCTR,2024-06-07,5,strong_up,14.658,13.8453,16.2832,15.518,timeout,5.867
ISCTR,2024-06-10,5,strong_up,14.4028,13.5945,16.0193,16.0193,target,11.224
ISCTR,2024-06-25,5,strong_up,15.3762,14.5891,16.9504,14.5891,stop,-5.119
ISCTR,2024-07-01,5,strong_up,14.4595,13.6078,16.1628,16.1628,target,11.78
ISCTR,2024-07-12,6,strong_up,16.2551,15.4307,17.904,15.4307,stop,-5.072
ISCTR,2024-07-23,5,strong_up,15.3195,14.4779,17.0026,14.4779,stop,-5.494
ISCTR,2024-09-24,7,strong_up,13.3443,12.7785,14.4759,12.7785,stop,-4.24
ISCTR,2024-11-13,5,up,12.0118,11.3774,13.2805,13.2805,target,10.562
ISCTR,2024-12-10,5,up,13.0892,12.5137,14.24,12.5137,stop,-4.396
ISCTR,2024-12-26,5,up,12.8812,12.33,13.9837,13.4955,timeout,4.769
ISCTR,2025-01-02,6,up,13.3349,12.804,14.3966,13.7129,timeout,2.835
ISCTR,2025-01-03,6,up,13.3443,12.822,14.3889,13.7034,timeout,2.691
ISCTR,2025-01-06,5,up,13.3349,12.8296,14.3454,13.5995,timeout,1.984
ISCTR,2025-01-07,5,up,13.2026,12.7142,14.1794,13.9775,timeout,5.87
ISCTR,2025-01-08,5,up,13.2876,12.8078,14.2473,13.8547,timeout,4.267
ISCTR,2025-01-10,6,up,13.5144,12.9937,14.5559,12.9937,stop,-3.853
ISCTR,2025-02-13,5,up,13.3538,12.8091,14.4432,14.4432,target,8.158
ISCTR,2025-02-28,6,strong_up,14.5351,13.9202,15.765,13.9202,stop,-4.23
ISCTR,2025-06-03,5,up,10.885,10.429,11.7971,10.429,stop,-4.19
ISCTR,2025-06-13,5,up,10.9042,10.4255,11.8617,11.8617,target,8.781
KCHOL,2024-06-03,6,strong_up,215.048,202.4277,240.2885,202.4277,stop,-5.869
KCHOL,2024-07-04,6,strong_up,216.5216,205.5115,238.5416,205.5115,stop,-5.085
KCHOL,2024-11-13,5,up,170.1043,161.5388,187.2355,187.2355,target,10.071
KCHOL,2024-12-04,6,up,183.6427,174.9674,200.9933,174.9674,stop,-4.724
KCHOL,2025-01-09,5,up,172.0384,166.3773,183.3606,166.3773,stop,-3.291
KCHOL,2025-03-06,5,up,155.645,148.7716,169.3917,169.3917,target,8.832
KCHOL,2025-05-12,5,up,147.3891,138.9669,164.2335,138.9669,stop,-5.714
KCHOL,2025-06-04,5,up,143.7261,136.2183,158.7417,136.2183,stop,-5.224
KCHOL,2025-06-30,5,up,148.1603,140.8663,162.7484,162.7484,target,9.846
ENKAI,2024-06-04,6,strong_up,37.7007,36.0218,41.0585,37.9218,timeout,0.587
ENKAI,2024-06-05,6,strong_up,38.0692,36.378,41.4517,36.378,stop,-4.442
ENKAI,2024-07-01,5,strong_up,36.4293,34.8067,39.6743,39.6743,target,8.908
ENKAI,2024-07-16,7,strong_up,40.004,38.4105,43.1911,43.1911,target,7.967
ENKAI,2024-07-24,5,strong_up,41.9572,40.2073,45.457,40.2073,stop,-4.171
ENKAI,2024-08-05,7,strong_up,42.0493,39.9597,46.2286,42.1968,timeout,0.351
ENKAI,2024-08-06,5,strong_up,42.3626,40.2406,46.6066,40.2406,stop,-5.009
ENKAI,2024-08-12,5,strong_up,40.5384,38.501,44.6131,44.6131,target,10.052
ENKAI,2024-08-22,5,strong_up,44.887,42.8117,49.0377,42.8117,stop,-4.623
ENKAI,2024-08-26,5,strong_up,42.1783,39.9531,46.6287,46.6287,target,10.551
ENKAI,2024-09-06,6,strong_up,46.1124,43.8536,50.6301,43.8536,stop,-4.898
ENKAI,2024-09-11,5,strong_up,43.8367,41.5509,48.4083,41.5509,stop,-5.214
ENKAI,2024-10-17,7,strong_up,43.3208,41.0286,47.9052,47.9052,target,10.583
ENKAI,2024-11-06,5,strong_up,48.1393,45.7203,52.9774,45.7203,stop,-5.025
ENKAI,2024-11-20,5,strong_up,44.9792,42.038,50.8616,50.8616,target,13.078
ENKAI,2024-12-09,5,strong_up,51.4561,48.9294,56.5095,48.9294,stop,-4.91
ENKAI,2024-12-11,6,strong_up,49.2449,46.6492,54.4363,46.6492,stop,-5.271
ENKAI,2024-12-23,5,strong_up,47.2641,44.773,52.2461,44.773,stop,-5.271
ENKAI,2025-02-12,7,strong_up,49.337,47.301,53.4091,47.301,stop,-4.127
ENKAI,2025-03-05,6,strong_up,49.7056,47.4057,54.3054,54.3054,target,9.254
ENKAI,2025-03-18,5,strong_up,52.4235,49.6213,58.0278,58.0278,target,10.69
ENKAI,2025-04-02,6,strong_up,55.9706,51.6614,64.5889,61.5803,timeout,10.023
ENKAI,2025-04-03,6,strong_up,57.7672,53.4795,66.3425,53.4795,stop,-7.422
ENKAI,2025-04-07,5,strong_up,56.1088,51.7931,64.7402,60.5341,timeout,7.887
ENKAI,2025-04-08,5,strong_up,54.6347,50.4051,63.0938,60.867,timeout,11.407
ENKAI,2025-04-09,5,strong_up,58.366,54.1622,66.7737,59.6306,timeout,2.167
ENKAI,2025-04-10,5,strong_up,57.5829,53.4622,65.8244,60.6292,timeout,5.29
ENKAI,2025-04-11,5,strong_up,59.9784,55.8657,68.2037,60.867,timeout,1.482
ENKAI,2025-04-14,5,strong_up,58.8267,54.8498,66.7804,58.9173,timeout,0.154
ENKAI,2025-04-15,5,strong_up,58.9173,55.0962,66.5596,59.2502,timeout,0.565
ENKAI,2025-04-16,5,strong_up,58.7747,54.9565,66.4111,66.4111,target,12.993
ENKAI,2025-05-12,5,strong_up,71.3761,66.8314,80.4653,66.8314,stop,-6.367
ENKAI,2025-05-14,7,strong_up,64.5285,59.6328,74.3199,59.6328,stop,-7.587
ENKAI,2025-05-22,5,strong_up,59.2978,54.7723,68.3488,59.5467,timeout,0.42
ENKAI,2025-05-23,5,strong_up,60.7243,56.2673,69.6383,56.2673,stop,-7.34
ENKAI,2025-06-03,5,strong_up,59.2502,55.3331,67.0844,60.8848,timeout,2.759
ENKAI,2025-06-04,5,strong_up,60.1537,56.384,67.6932,60.0724,timeout,-0.135
ENKAI,2025-06-05,5,strong_up,60.1537,56.5564,67.3483,56.5564,stop,-5.98
ENKAI,2025-06-13,5,strong_up,59.0688,55.5219,66.1625,64.708,timeout,9.547
ENKAI,2025-06-17,6,strong_up,60.9326,57.4519,67.894,57.4519,stop,-5.712
ENKAI,2025-06-24,5,strong_up,60.1202,56.8156,66.7295,60.2158,timeout,0.159
ENKAI,2025-06-25,5,strong_up,60.5503,57.323,67.0049,61.2194,timeout,1.105
ENKAI,2025-06-26,6,strong_up,60.8848,57.7191,67.2164,62.6053,timeout,2.826
ENKAI,2025-06-30,7,strong_up,63.8956,60.5778,70.5312,60.5778,stop,-5.193
KRDMD,2024-06-04,5,strong_up,30.88,29.2139,34.2123,29.2139,stop,-5.395
KRDMD,2024-06-07,5,strong_up,29.12,27.3651,32.6298,31.74,timeout,8.997
KRDMD,2024-06-10,5,strong_up,27.9,26.1397,31.4206,31.4206,target,12.619
KRDMD,2024-06-26,5,strong_up,29.82,28.1286,33.2028,33.2028,target,11.344
KRDMD,2024-07-17,7,strong_up,32.92,31.218,36.3241,31.218,stop,-5.17
KRDMD,2024-07-23,5,strong_up,30.9,29.2467,34.2066,29.2467,stop,-5.35
KRDMD,2024-09-25,5,up,26.28,24.942,28.9559,24.942,stop,-5.091
KRDMD,2024-10-11,5,up,26.6,25.107,29.586,25.107,stop,-5.613
KRDMD,2024-11-06,5,up,26.36,24.8165,29.4469,26.66,timeout,1.138
KRDMD,2024-11-08,5,up,26.56,25.0885,29.503,25.0885,stop,-5.54
KRDMD,2024-11-22,5,up,27.06,25.5504,30.0792,30.0792,target,11.157
KRDMD,2024-12-10,6,up,28.28,26.7609,31.3181,27.1,timeout,-4.173
KRDMD,2024-12-11,5,up,29.0,27.4801,32.0397,27.4801,stop,-5.241
KRDMD,2024-12-30,5,strong_up,27.3,25.8717,30.1566,25.8717,stop,-5.232
KRDMD,2025-02-07,7,strong_up,28.6,27.2359,31.3282,27.2359,stop,-4.77
KRDMD,2025-03-04,5,up,28.46,27.0953,31.1894,31.1894,target,9.59
